setting,example_id,question_type,level,question,gold_titles,k,dense_full_at_k,rerank_full_at_k,dense_gold_ranks,rerank_gold_ranks,transition
per_question,5ac01bb8554299012d1db5a6,bridge,hard,"Which American character actor who starred on the television series ""Stargate SG-1"" (1997–2007) and appeared in ""Episode 8"" of ""Twin Peaks"" as a guest star?",Don S. Davis | Episode 8 (Twin Peaks),2,0,0,"{""Don S. Davis"":1,""Episode 8 (Twin Peaks)"":10}","{""Don S. Davis"":1,""Episode 8 (Twin Peaks)"":9}",stable_miss
per_question,5ac01bb8554299012d1db5a6,bridge,hard,"Which American character actor who starred on the television series ""Stargate SG-1"" (1997–2007) and appeared in ""Episode 8"" of ""Twin Peaks"" as a guest star?",Don S. Davis | Episode 8 (Twin Peaks),5,0,0,"{""Don S. Davis"":1,""Episode 8 (Twin Peaks)"":10}","{""Don S. Davis"":1,""Episode 8 (Twin Peaks)"":9}",stable_miss
per_question,5ac01bca5542992a796dec8d,bridge,hard,What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day | Jessica Rothe,2,0,1,"{""Happy Death Day"":2,""Jessica Rothe"":3}","{""Happy Death Day"":1,""Jessica Rothe"":2}",rescue
per_question,5ac01bca5542992a796dec8d,bridge,hard,What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day | Jessica Rothe,5,1,1,"{""Happy Death Day"":2,""Jessica Rothe"":3}","{""Happy Death Day"":1,""Jessica Rothe"":2}",stable_hit
per_question,5ac02e31554299294b218f3f,bridge,hard,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot | Justice League (film),2,0,0,"{""Gal Gadot"":4,""Justice League (film)"":3}","{""Gal Gadot"":3,""Justice League (film)"":1}",stable_miss
per_question,5ac02e31554299294b218f3f,bridge,hard,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot | Justice League (film),5,1,1,"{""Gal Gadot"":4,""Justice League (film)"":3}","{""Gal Gadot"":3,""Justice League (film)"":1}",stable_hit
per_question,5ac02edb554299294b218f41,bridge,hard,The 37th Disney animated feature film Tarzan features You'll be in my heart by which artist?,Tarzan (1999 film) | You'll Be in My Heart,2,1,1,"{""Tarzan (1999 film)"":2,""You'll Be in My Heart"":1}","{""Tarzan (1999 film)"":2,""You'll Be in My Heart"":1}",stable_hit
per_question,5ac02edb554299294b218f41,bridge,hard,The 37th Disney animated feature film Tarzan features You'll be in my heart by which artist?,Tarzan (1999 film) | You'll Be in My Heart,5,1,1,"{""Tarzan (1999 film)"":2,""You'll Be in My Heart"":1}","{""Tarzan (1999 film)"":2,""You'll Be in My Heart"":1}",stable_hit
per_question,5ac038db554299294b218f57,bridge,hard,Which of the movie which has Rich Lee 3-D previsualizations was directed by Francis Lawrence?,Constantine (film) | Rich Lee,2,0,0,"{""Constantine (film)"":5,""Rich Lee"":1}","{""Constantine (film)"":5,""Rich Lee"":1}",stable_miss
per_question,5ac038db554299294b218f57,bridge,hard,Which of the movie which has Rich Lee 3-D previsualizations was directed by Francis Lawrence?,Constantine (film) | Rich Lee,5,1,1,"{""Constantine (film)"":5,""Rich Lee"":1}","{""Constantine (film)"":5,""Rich Lee"":1}",stable_hit
per_question,5ac056385542997d64295a08,bridge,hard,Ambrose Mendy has managed and/or advised a British professional boxer that as of July 2017 is ranked the world's seventh best super middleweight by who?,Ambrose Mendy | Chris Eubank Jr.,2,1,1,"{""Ambrose Mendy"":1,""Chris Eubank Jr."":2}","{""Ambrose Mendy"":1,""Chris Eubank Jr."":2}",stable_hit
per_question,5ac056385542997d64295a08,bridge,hard,Ambrose Mendy has managed and/or advised a British professional boxer that as of July 2017 is ranked the world's seventh best super middleweight by who?,Ambrose Mendy | Chris Eubank Jr.,5,1,1,"{""Ambrose Mendy"":1,""Chris Eubank Jr."":2}","{""Ambrose Mendy"":1,""Chris Eubank Jr."":2}",stable_hit
per_question,5ac0cf0f554299294b219018,comparison,hard,"Which band has more members, Test Icicles or X Ambassadors?",Test Icicles | X Ambassadors,2,1,1,"{""Test Icicles"":1,""X Ambassadors"":2}","{""Test Icicles"":2,""X Ambassadors"":1}",stable_hit
per_question,5ac0cf0f554299294b219018,comparison,hard,"Which band has more members, Test Icicles or X Ambassadors?",Test Icicles | X Ambassadors,5,1,1,"{""Test Icicles"":1,""X Ambassadors"":2}","{""Test Icicles"":2,""X Ambassadors"":1}",stable_hit
per_question,5ac0d83a554299294b219038,bridge,hard,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,Bishop Gorman High School | Randall Cunningham II,2,0,0,"{""Bishop Gorman High School"":4,""Randall Cunningham II"":1}","{""Bishop Gorman High School"":10,""Randall Cunningham II"":1}",stable_miss
per_question,5ac0d83a554299294b219038,bridge,hard,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,Bishop Gorman High School | Randall Cunningham II,5,1,0,"{""Bishop Gorman High School"":4,""Randall Cunningham II"":1}","{""Bishop Gorman High School"":10,""Randall Cunningham II"":1}",damage
per_question,5ac119335542992a796dede4,bridge,hard,I'd Come for You is a single by the band formed in what Alberta city?,I'd Come for You | Nickelback,2,0,0,"{""I'd Come for You"":1,""Nickelback"":9}","{""I'd Come for You"":1,""Nickelback"":9}",stable_miss
per_question,5ac119335542992a796dede4,bridge,hard,I'd Come for You is a single by the band formed in what Alberta city?,I'd Come for You | Nickelback,5,0,0,"{""I'd Come for You"":1,""Nickelback"":9}","{""I'd Come for You"":1,""Nickelback"":9}",stable_miss
per_question,5ac120c55542992a796dedfc,bridge,hard,Maxeda has been owned since 2004 by which American multinational equity firm?,Kohlberg Kravis Roberts | Maxeda,2,0,1,"{""Kohlberg Kravis Roberts"":9,""Maxeda"":1}","{""Kohlberg Kravis Roberts"":2,""Maxeda"":1}",rescue
per_question,5ac120c55542992a796dedfc,bridge,hard,Maxeda has been owned since 2004 by which American multinational equity firm?,Kohlberg Kravis Roberts | Maxeda,5,0,1,"{""Kohlberg Kravis Roberts"":9,""Maxeda"":1}","{""Kohlberg Kravis Roberts"":2,""Maxeda"":1}",rescue
per_question,5ac1795f5542994ab5c67d5f,bridge,hard,Who is known for producing the documentary television series based on the book by science historian James Burke?,Connections (TV series) | James Burke (science historian),2,0,1,"{""Connections (TV series)"":3,""James Burke (science historian)"":2}","{""Connections (TV series)"":2,""James Burke (science historian)"":1}",rescue
per_question,5ac1795f5542994ab5c67d5f,bridge,hard,Who is known for producing the documentary television series based on the book by science historian James Burke?,Connections (TV series) | James Burke (science historian),5,1,1,"{""Connections (TV series)"":3,""James Burke (science historian)"":2}","{""Connections (TV series)"":2,""James Burke (science historian)"":1}",stable_hit
per_question,5ac1a3665542994ab5c67daf,bridge,hard,What was position of the man who served Prince Andrew from 1990-2001? ,"Neil Blair | Prince Andrew, Duke of York",2,1,1,"{""Neil Blair"":2,""Prince Andrew, Duke of York"":1}","{""Neil Blair"":1,""Prince Andrew, Duke of York"":2}",stable_hit
per_question,5ac1a3665542994ab5c67daf,bridge,hard,What was position of the man who served Prince Andrew from 1990-2001? ,"Neil Blair | Prince Andrew, Duke of York",5,1,1,"{""Neil Blair"":2,""Prince Andrew, Duke of York"":1}","{""Neil Blair"":1,""Prince Andrew, Duke of York"":2}",stable_hit
per_question,5ac1b8ee5542994d76dccedc,comparison,hard,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Lev Yilmaz | Pamela B. Green,2,1,1,"{""Lev Yilmaz"":2,""Pamela B. Green"":1}","{""Lev Yilmaz"":2,""Pamela B. Green"":1}",stable_hit
per_question,5ac1b8ee5542994d76dccedc,comparison,hard,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Lev Yilmaz | Pamela B. Green,5,1,1,"{""Lev Yilmaz"":2,""Pamela B. Green"":1}","{""Lev Yilmaz"":2,""Pamela B. Green"":1}",stable_hit
per_question,5ac1c6805542994ab5c67e11,bridge,hard,For what type of work is the production company for The Year Without a Santa Claus best known?,Rankin/Bass Productions | The Year Without a Santa Claus,2,0,0,"{""Rankin/Bass Productions"":10,""The Year Without a Santa Claus"":1}","{""Rankin/Bass Productions"":10,""The Year Without a Santa Claus"":1}",stable_miss
per_question,5ac1c6805542994ab5c67e11,bridge,hard,For what type of work is the production company for The Year Without a Santa Claus best known?,Rankin/Bass Productions | The Year Without a Santa Claus,5,0,0,"{""Rankin/Bass Productions"":10,""The Year Without a Santa Claus"":1}","{""Rankin/Bass Productions"":10,""The Year Without a Santa Claus"":1}",stable_miss
per_question,5ac1f4495542991316484bd2,comparison,hard,"Who has more scope of profession, Phil Rosen or  Delmer Daves?",Delmer Daves | Phil Rosen,2,1,1,"{""Delmer Daves"":2,""Phil Rosen"":1}","{""Delmer Daves"":2,""Phil Rosen"":1}",stable_hit
per_question,5ac1f4495542991316484bd2,comparison,hard,"Who has more scope of profession, Phil Rosen or  Delmer Daves?",Delmer Daves | Phil Rosen,5,1,1,"{""Delmer Daves"":2,""Phil Rosen"":1}","{""Delmer Daves"":2,""Phil Rosen"":1}",stable_hit
per_question,5ac23ff0554299636651994d,bridge,hard,"When was Poison's album ""Shut Up, Make Love"" released?","Poison (American band) | Shut Up, Make Love",2,1,0,"{""Poison (American band)"":2,""Shut Up, Make Love"":1}","{""Poison (American band)"":3,""Shut Up, Make Love"":1}",damage
per_question,5ac23ff0554299636651994d,bridge,hard,"When was Poison's album ""Shut Up, Make Love"" released?","Poison (American band) | Shut Up, Make Love",5,1,1,"{""Poison (American band)"":2,""Shut Up, Make Love"":1}","{""Poison (American band)"":3,""Shut Up, Make Love"":1}",stable_hit
per_question,5ac2659b55429963665199a1,bridge,hard,"How many laps did Harry Prowell run during the 10,000 metres race at the 1967 Pan American Games?","10,000 metres | Harry Prowell",2,0,1,"{""10,000 metres"":4,""Harry Prowell"":1}","{""10,000 metres"":2,""Harry Prowell"":1}",rescue
per_question,5ac2659b55429963665199a1,bridge,hard,"How many laps did Harry Prowell run during the 10,000 metres race at the 1967 Pan American Games?","10,000 metres | Harry Prowell",5,1,1,"{""10,000 metres"":4,""Harry Prowell"":1}","{""10,000 metres"":2,""Harry Prowell"":1}",stable_hit
per_question,5ac289ff5542996366519a02,comparison,hard,Is the Marsilea or the Brabejum the genus of more individual species of plants?,Brabejum | Marsilea,2,0,1,"{""Brabejum"":3,""Marsilea"":1}","{""Brabejum"":2,""Marsilea"":1}",rescue
per_question,5ac289ff5542996366519a02,comparison,hard,Is the Marsilea or the Brabejum the genus of more individual species of plants?,Brabejum | Marsilea,5,1,1,"{""Brabejum"":3,""Marsilea"":1}","{""Brabejum"":2,""Marsilea"":1}",stable_hit
per_question,5ac298f9554299657fa28fc9,comparison,hard,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Ian Watkins (Lostprophets) | Josey Scott,2,1,1,"{""Ian Watkins (Lostprophets)"":1,""Josey Scott"":2}","{""Ian Watkins (Lostprophets)"":1,""Josey Scott"":2}",stable_hit
per_question,5ac298f9554299657fa28fc9,comparison,hard,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Ian Watkins (Lostprophets) | Josey Scott,5,1,1,"{""Ian Watkins (Lostprophets)"":1,""Josey Scott"":2}","{""Ian Watkins (Lostprophets)"":1,""Josey Scott"":2}",stable_hit
per_question,5ac2a399554299218029dada,bridge,hard,Who programmed a cartridge-based development system made by a company noted for authoring Atari's BASIC?,Atari Assembler Editor | Shepardson Microsystems,2,0,1,"{""Atari Assembler Editor"":1,""Shepardson Microsystems"":6}","{""Atari Assembler Editor"":1,""Shepardson Microsystems"":2}",rescue
per_question,5ac2a399554299218029dada,bridge,hard,Who programmed a cartridge-based development system made by a company noted for authoring Atari's BASIC?,Atari Assembler Editor | Shepardson Microsystems,5,0,1,"{""Atari Assembler Editor"":1,""Shepardson Microsystems"":6}","{""Atari Assembler Editor"":1,""Shepardson Microsystems"":2}",rescue
per_question,5ac2acff55429921a00ab02b,bridge,hard,who is the younger brother of The episode guest stars of The Hard Easy ,Brian Doyle-Murray | The Hard Easy (Adventure Time),2,0,0,"{""Brian Doyle-Murray"":10,""The Hard Easy (Adventure Time)"":2}","{""Brian Doyle-Murray"":10,""The Hard Easy (Adventure Time)"":1}",stable_miss
per_question,5ac2acff55429921a00ab02b,bridge,hard,who is the younger brother of The episode guest stars of The Hard Easy ,Brian Doyle-Murray | The Hard Easy (Adventure Time),5,0,0,"{""Brian Doyle-Murray"":10,""The Hard Easy (Adventure Time)"":2}","{""Brian Doyle-Murray"":10,""The Hard Easy (Adventure Time)"":1}",stable_miss
per_question,5ac2bbd0554299218029db09,bridge,hard,The author of The Thing of It Is... is what Nationality?,The Thing of It Is... | William Goldman,2,0,0,"{""The Thing of It Is..."":1,""William Goldman"":10}","{""The Thing of It Is..."":1,""William Goldman"":9}",stable_miss
per_question,5ac2bbd0554299218029db09,bridge,hard,The author of The Thing of It Is... is what Nationality?,The Thing of It Is... | William Goldman,5,0,0,"{""The Thing of It Is..."":1,""William Goldman"":10}","{""The Thing of It Is..."":1,""William Goldman"":9}",stable_miss
per_question,5ac2d1d755429921a00ab053,comparison,hard,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Jorge Lozano | Roberta Vinci,2,0,1,"{""Jorge Lozano"":6,""Roberta Vinci"":1}","{""Jorge Lozano"":1,""Roberta Vinci"":2}",rescue
per_question,5ac2d1d755429921a00ab053,comparison,hard,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Jorge Lozano | Roberta Vinci,5,0,1,"{""Jorge Lozano"":6,""Roberta Vinci"":1}","{""Jorge Lozano"":1,""Roberta Vinci"":2}",rescue
per_question,5ac2ffbd554299677310267b,bridge,hard,SuperMansion starred the actress who had a recurring role as whom on Workaholics?,Jillian Bell | SuperMansion,2,1,1,"{""Jillian Bell"":2,""SuperMansion"":1}","{""Jillian Bell"":2,""SuperMansion"":1}",stable_hit
per_question,5ac2ffbd554299677310267b,bridge,hard,SuperMansion starred the actress who had a recurring role as whom on Workaholics?,Jillian Bell | SuperMansion,5,1,1,"{""Jillian Bell"":2,""SuperMansion"":1}","{""Jillian Bell"":2,""SuperMansion"":1}",stable_hit
per_question,5ac3165c5542995ef918c10a,bridge,hard,Which American film director hosted the 18th Independent Spirit Awards in 2002?,18th Independent Spirit Awards | John Waters,2,0,0,"{""18th Independent Spirit Awards"":1,""John Waters"":9}","{""18th Independent Spirit Awards"":1,""John Waters"":10}",stable_miss
per_question,5ac3165c5542995ef918c10a,bridge,hard,Which American film director hosted the 18th Independent Spirit Awards in 2002?,18th Independent Spirit Awards | John Waters,5,0,0,"{""18th Independent Spirit Awards"":1,""John Waters"":9}","{""18th Independent Spirit Awards"":1,""John Waters"":10}",stable_miss
per_question,5ac32b565542995ef918c154,bridge,hard,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,1964 Georgia Tech Yellow Jackets football team | Bobby Dodd Stadium,2,0,0,"{""1964 Georgia Tech Yellow Jackets football team"":1,""Bobby Dodd Stadium"":6}","{""1964 Georgia Tech Yellow Jackets football team"":1,""Bobby Dodd Stadium"":4}",stable_miss
per_question,5ac32b565542995ef918c154,bridge,hard,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,1964 Georgia Tech Yellow Jackets football team | Bobby Dodd Stadium,5,0,1,"{""1964 Georgia Tech Yellow Jackets football team"":1,""Bobby Dodd Stadium"":6}","{""1964 Georgia Tech Yellow Jackets football team"":1,""Bobby Dodd Stadium"":4}",rescue
per_question,5ac3ae475542995ef918c1e5,comparison,hard,Are Skeptical Inquirer and The Progressive Populist both tabloid-style magazines?,Skeptical Inquirer | The Progressive Populist,2,1,1,"{""Skeptical Inquirer"":2,""The Progressive Populist"":1}","{""Skeptical Inquirer"":2,""The Progressive Populist"":1}",stable_hit
per_question,5ac3ae475542995ef918c1e5,comparison,hard,Are Skeptical Inquirer and The Progressive Populist both tabloid-style magazines?,Skeptical Inquirer | The Progressive Populist,5,1,1,"{""Skeptical Inquirer"":2,""The Progressive Populist"":1}","{""Skeptical Inquirer"":2,""The Progressive Populist"":1}",stable_hit
per_question,5ac3d9c9554299204fd21ea3,bridge,hard,Erica Packer was the second wife of what Australian businessman?,Erica Packer | James Packer,2,1,1,"{""Erica Packer"":1,""James Packer"":2}","{""Erica Packer"":1,""James Packer"":2}",stable_hit
per_question,5ac3d9c9554299204fd21ea3,bridge,hard,Erica Packer was the second wife of what Australian businessman?,Erica Packer | James Packer,5,1,1,"{""Erica Packer"":1,""James Packer"":2}","{""Erica Packer"":1,""James Packer"":2}",stable_hit
per_question,5ac3e0f7554299194317388b,bridge,hard,Which actor does American Beauty and American Beauty have in common?,American Beauty (1999 film) | American Beauty (soundtrack),2,0,0,"{""American Beauty (1999 film)"":1,""American Beauty (soundtrack)"":6}","{""American Beauty (1999 film)"":1,""American Beauty (soundtrack)"":5}",stable_miss
per_question,5ac3e0f7554299194317388b,bridge,hard,Which actor does American Beauty and American Beauty have in common?,American Beauty (1999 film) | American Beauty (soundtrack),5,0,1,"{""American Beauty (1999 film)"":1,""American Beauty (soundtrack)"":6}","{""American Beauty (1999 film)"":1,""American Beauty (soundtrack)"":5}",rescue
per_question,5ac4392e5542997ea680ca32,comparison,hard,Were Enrique Carreras and Lionel Ngakane both filmakers during the 20th century? ,Enrique Carreras | Lionel Ngakane,2,1,1,"{""Enrique Carreras"":1,""Lionel Ngakane"":2}","{""Enrique Carreras"":1,""Lionel Ngakane"":2}",stable_hit
per_question,5ac4392e5542997ea680ca32,comparison,hard,Were Enrique Carreras and Lionel Ngakane both filmakers during the 20th century? ,Enrique Carreras | Lionel Ngakane,5,1,1,"{""Enrique Carreras"":1,""Lionel Ngakane"":2}","{""Enrique Carreras"":1,""Lionel Ngakane"":2}",stable_hit
per_question,5ac45b58554299076e296dad,comparison,hard,"Which has the larger population, Shanghai or Hanggin Rear Banner?",Hanggin Rear Banner | Shanghai,2,0,0,"{""Hanggin Rear Banner"":1,""Shanghai"":4}","{""Hanggin Rear Banner"":1,""Shanghai"":4}",stable_miss
per_question,5ac45b58554299076e296dad,comparison,hard,"Which has the larger population, Shanghai or Hanggin Rear Banner?",Hanggin Rear Banner | Shanghai,5,1,1,"{""Hanggin Rear Banner"":1,""Shanghai"":4}","{""Hanggin Rear Banner"":1,""Shanghai"":4}",stable_hit
per_question,5ac497025542997ea680ca8d,bridge,hard,Who were the producers of the show for which Chris McKay made his feature film directorial debut?,Chris McKay | The Lego Batman Movie,2,0,1,"{""Chris McKay"":1,""The Lego Batman Movie"":3}","{""Chris McKay"":1,""The Lego Batman Movie"":2}",rescue
per_question,5ac497025542997ea680ca8d,bridge,hard,Who were the producers of the show for which Chris McKay made his feature film directorial debut?,Chris McKay | The Lego Batman Movie,5,1,1,"{""Chris McKay"":1,""The Lego Batman Movie"":3}","{""Chris McKay"":1,""The Lego Batman Movie"":2}",stable_hit
per_question,5ac5199a5542994611c8b38a,comparison,hard,Can Stenocereus and Pachypodium both include tree like plants?,Pachypodium | Stenocereus,2,1,0,"{""Pachypodium"":1,""Stenocereus"":2}","{""Pachypodium"":3,""Stenocereus"":1}",damage
per_question,5ac5199a5542994611c8b38a,comparison,hard,Can Stenocereus and Pachypodium both include tree like plants?,Pachypodium | Stenocereus,5,1,1,"{""Pachypodium"":1,""Stenocereus"":2}","{""Pachypodium"":3,""Stenocereus"":1}",stable_hit
per_question,5ac52fc35542994611c8b403,bridge,hard,"Which ""Official Ireland"" group comprises about  78.3% of the population of Ireland? ",Catholic Church in Ireland | Official Ireland,2,1,1,"{""Catholic Church in Ireland"":1,""Official Ireland"":2}","{""Catholic Church in Ireland"":1,""Official Ireland"":2}",stable_hit
per_question,5ac52fc35542994611c8b403,bridge,hard,"Which ""Official Ireland"" group comprises about  78.3% of the population of Ireland? ",Catholic Church in Ireland | Official Ireland,5,1,1,"{""Catholic Church in Ireland"":1,""Official Ireland"":2}","{""Catholic Church in Ireland"":1,""Official Ireland"":2}",stable_hit
per_question,5ac537975542996feb3fea3c,bridge,hard,Walt Zeboski photographed which 40th President during his campaign in 1980?,Ronald Reagan | Walt Zeboski,2,1,1,"{""Ronald Reagan"":2,""Walt Zeboski"":1}","{""Ronald Reagan"":2,""Walt Zeboski"":1}",stable_hit
per_question,5ac537975542996feb3fea3c,bridge,hard,Walt Zeboski photographed which 40th President during his campaign in 1980?,Ronald Reagan | Walt Zeboski,5,1,1,"{""Ronald Reagan"":2,""Walt Zeboski"":1}","{""Ronald Reagan"":2,""Walt Zeboski"":1}",stable_hit
per_question,5ac547525542993e66e822a3,bridge,hard,"In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on?",Food and Drug Administration | Melarsomine,2,0,0,"{""Food and Drug Administration"":3,""Melarsomine"":10}","{""Food and Drug Administration"":1,""Melarsomine"":8}",stable_miss
per_question,5ac547525542993e66e822a3,bridge,hard,"In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on?",Food and Drug Administration | Melarsomine,5,0,0,"{""Food and Drug Administration"":3,""Melarsomine"":10}","{""Food and Drug Administration"":1,""Melarsomine"":8}",stable_miss
per_question,5adbda2755429944faac2385,bridge,hard,Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,The Ganymede Takeover | The Man in the High Castle,2,1,1,"{""The Ganymede Takeover"":1,""The Man in the High Castle"":2}","{""The Ganymede Takeover"":1,""The Man in the High Castle"":2}",stable_hit
per_question,5adbda2755429944faac2385,bridge,hard,Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,The Ganymede Takeover | The Man in the High Castle,5,1,1,"{""The Ganymede Takeover"":1,""The Man in the High Castle"":2}","{""The Ganymede Takeover"":1,""The Man in the High Castle"":2}",stable_hit
per_question,5adbe1a7554299438c868cc3,bridge,hard,What is the name of this Fortune 500 American company that operates a chain of retail home improvement stores that sponsored House Rules?,House Rules (2003 TV series) | Lowe's,2,0,0,"{""House Rules (2003 TV series)"":8,""Lowe's"":1}","{""House Rules (2003 TV series)"":7,""Lowe's"":1}",stable_miss
per_question,5adbe1a7554299438c868cc3,bridge,hard,What is the name of this Fortune 500 American company that operates a chain of retail home improvement stores that sponsored House Rules?,House Rules (2003 TV series) | Lowe's,5,0,0,"{""House Rules (2003 TV series)"":8,""Lowe's"":1}","{""House Rules (2003 TV series)"":7,""Lowe's"":1}",stable_miss
per_question,5adbf0a255429947ff17385a,comparison,hard,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,Esma Sultan Mansion | Laleli Mosque,2,1,1,"{""Esma Sultan Mansion"":1,""Laleli Mosque"":2}","{""Esma Sultan Mansion"":1,""Laleli Mosque"":2}",stable_hit
per_question,5adbf0a255429947ff17385a,comparison,hard,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,Esma Sultan Mansion | Laleli Mosque,5,1,1,"{""Esma Sultan Mansion"":1,""Laleli Mosque"":2}","{""Esma Sultan Mansion"":1,""Laleli Mosque"":2}",stable_hit
per_question,5adbfbd555429947ff173893,bridge,hard,What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?,2014 Young Hollywood Awards | Kelly Osbourne,2,0,0,"{""2014 Young Hollywood Awards"":2,""Kelly Osbourne"":9}","{""2014 Young Hollywood Awards"":1,""Kelly Osbourne"":7}",stable_miss
per_question,5adbfbd555429947ff173893,bridge,hard,What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?,2014 Young Hollywood Awards | Kelly Osbourne,5,0,0,"{""2014 Young Hollywood Awards"":2,""Kelly Osbourne"":9}","{""2014 Young Hollywood Awards"":1,""Kelly Osbourne"":7}",stable_miss
per_question,5adc094a55429947ff1738c0,bridge,hard,American Blues included the drummer from which American rock band?,American Blues | Frank Beard (musician),2,0,0,"{""American Blues"":1,""Frank Beard (musician)"":5}","{""American Blues"":3,""Frank Beard (musician)"":2}",stable_miss
per_question,5adc094a55429947ff1738c0,bridge,hard,American Blues included the drummer from which American rock band?,American Blues | Frank Beard (musician),5,1,1,"{""American Blues"":1,""Frank Beard (musician)"":5}","{""American Blues"":3,""Frank Beard (musician)"":2}",stable_hit
per_question,5adc0c2b55429947ff1738db,comparison,hard,Are Agee and To Shoot an Elephant both documentaries about war?,Agee (film) | To Shoot an Elephant,2,0,1,"{""Agee (film)"":6,""To Shoot an Elephant"":1}","{""Agee (film)"":2,""To Shoot an Elephant"":1}",rescue
per_question,5adc0c2b55429947ff1738db,comparison,hard,Are Agee and To Shoot an Elephant both documentaries about war?,Agee (film) | To Shoot an Elephant,5,0,1,"{""Agee (film)"":6,""To Shoot an Elephant"":1}","{""Agee (film)"":2,""To Shoot an Elephant"":1}",rescue
per_question,5adc1ae5554299438c868d5c,bridge,hard,Hate Them is the ninth album by a band likened to who?,Darkthrone | Hate Them,2,0,0,"{""Darkthrone"":3,""Hate Them"":1}","{""Darkthrone"":9,""Hate Them"":1}",stable_miss
per_question,5adc1ae5554299438c868d5c,bridge,hard,Hate Them is the ninth album by a band likened to who?,Darkthrone | Hate Them,5,1,0,"{""Darkthrone"":3,""Hate Them"":1}","{""Darkthrone"":9,""Hate Them"":1}",damage
per_question,5adc53f75542996e6852530a,comparison,hard,Are both Cypress and Ajuga genera?,Ajuga | Cypress,2,0,0,"{""Ajuga"":5,""Cypress"":3}","{""Ajuga"":2,""Cypress"":7}",stable_miss
per_question,5adc53f75542996e6852530a,comparison,hard,Are both Cypress and Ajuga genera?,Ajuga | Cypress,5,1,0,"{""Ajuga"":5,""Cypress"":3}","{""Ajuga"":2,""Cypress"":7}",damage
per_question,5adc65e85542996e68525350,comparison,hard,Are both Dafeng District and Dazhou located in the same province?,Dafeng District | Dazhou,2,1,1,"{""Dafeng District"":1,""Dazhou"":2}","{""Dafeng District"":1,""Dazhou"":2}",stable_hit
per_question,5adc65e85542996e68525350,comparison,hard,Are both Dafeng District and Dazhou located in the same province?,Dafeng District | Dazhou,5,1,1,"{""Dafeng District"":1,""Dazhou"":2}","{""Dafeng District"":1,""Dazhou"":2}",stable_hit
per_question,5adc8977554299438c868de2,bridge,hard,What does the goddess associated with the goddess frigg  consists of what tales?,Hlín | Norse mythology,2,0,0,"{""Hlín"":1,""Norse mythology"":6}","{""Hlín"":1,""Norse mythology"":10}",stable_miss
per_question,5adc8977554299438c868de2,bridge,hard,What does the goddess associated with the goddess frigg  consists of what tales?,Hlín | Norse mythology,5,0,0,"{""Hlín"":1,""Norse mythology"":6}","{""Hlín"":1,""Norse mythology"":10}",stable_miss
per_question,5adccd795542990d50227d2c,bridge,hard,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Moroccan Ambassador to China | Rabat,2,1,1,"{""Moroccan Ambassador to China"":1,""Rabat"":2}","{""Moroccan Ambassador to China"":1,""Rabat"":2}",stable_hit
per_question,5adccd795542990d50227d2c,bridge,hard,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Moroccan Ambassador to China | Rabat,5,1,1,"{""Moroccan Ambassador to China"":1,""Rabat"":2}","{""Moroccan Ambassador to China"":1,""Rabat"":2}",stable_hit
per_question,5adccdd55542992c1e3a2408,bridge,hard,"Meaning ""reddish water"" in Hawaiian, which location was Butch Van Artsdalen known for surfing 25-foot waves at?","Butch Van Artsdalen | Waimea Bay, Hawaii",2,1,1,"{""Butch Van Artsdalen"":1,""Waimea Bay, Hawaii"":2}","{""Butch Van Artsdalen"":1,""Waimea Bay, Hawaii"":2}",stable_hit
